file,class_name,method,smell,refactoring,applied,refusal,detail,verdict,errors_before,errors_after,introduced,resolution,introduced_smells,metric,metric_before,metric_after
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__arcgis-runtime-samples-android__22b9a4c99c82\java\find-route\src\main\java\com\esri\arcgisruntime\sample\findroute\MainActivity.java,MainActivity,onCreate,BrainMethod,ExtractMethod,0,shape_not_matched,no top-level block of at least 5 lines,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__arcgis-runtime-samples-android__22b9a4c99c82\java\find-route\src\main\java\com\esri\arcgisruntime\sample\findroute\MainActivity.java,MainActivity,onCreate,LongMethod,ExtractMethod,0,shape_not_matched,no top-level block of at least 5 lines,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__arcgis-runtime-samples-android__22b9a4c99c82\java\find-route\src\main\java\com\esri\arcgisruntime\sample\findroute\MainActivity.java,MainActivity,setupSymbols,LongMethod,ExtractMethod,0,not_definitely_assigned,pinSourceSymbol may not be assigned yet,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__arcgis-runtime-samples-android__22b9a4c99c82\java\sketch-editor\src\main\java\com\esri\arcgisruntime\sample\sketcheditor\MainActivity.java,MainActivity,stop,DeepNesting,ReplaceNestedConditionalWithGuardClauses,0,shape_not_matched,the body is not a single conditional,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__arcgis-runtime-samples-android__22b9a4c99c82\java\sketch-editor\src\main\java\com\esri\arcgisruntime\sample\sketcheditor\MainActivity.java,MainActivity,reportNotValid,DeepNesting,ReplaceNestedConditionalWithGuardClauses,0,shape_not_matched,the body is not a single conditional,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__arcgis-runtime-samples-java__c7a0b3095864\src\main\java\com\esri\samples\imagelayers\map_image_layer_tables\MapImageLayerTablesSample.java,MapImageLayerTablesSample,start,BrainMethod,ExtractMethod,1,,,no_new_errors,19,19,,resolved,,MLOC,53.0,3.0
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__arcgis-runtime-samples-java__c7a0b3095864\src\main\java\com\esri\samples\imagelayers\map_image_layer_tables\MapImageLayerTablesSample.java,MapImageLayerTablesSample,start,LongMethod,ExtractMethod,1,,,no_new_errors,19,19,,resolved,,MLOC,53.0,3.0
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__arcgis-runtime-samples-java__c7a0b3095864\src\main\java\com\esri\samples\imagelayers\map_image_layer_tables\MapImageLayerTablesSample.java,MapImageLayerTablesSample,start,DeepNesting,ReplaceNestedConditionalWithGuardClauses,0,shape_not_matched,the body is not a single conditional,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__arcgis-runtime-samples-java__c7a0b3095864\src\main\java\com\esri\samples\imagelayers\map_image_layer_tables\MapImageLayerTablesSample.java,MapImageLayerTablesSample,showRelatedRequests,DeepNesting,ReplaceNestedConditionalWithGuardClauses,0,shape_not_matched,the body is not a single conditional,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__arcgis-runtime-samples-java__c7a0b3095864\src\main\java\com\esri\samples\map\manage_bookmarks\ManageBookmarksSample.java,ManageBookmarksSample,start,LongMethod,ExtractMethod,1,,,no_new_errors,13,13,,resolved,,MLOC,71.0,3.0
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,relate,BrainMethod,ExtractMethod,0,not_definitely_assigned,"_geometry_a, _geometry_b may not be assigned yet",not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,relate,LongMethod,ExtractMethod,0,not_definitely_assigned,"_geometry_a, _geometry_b may not be assigned yet",not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,relate,DeepNesting,ReplaceNestedConditionalWithGuardClauses,0,shape_not_matched,a non-void method needs a return value,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,relate,LongMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,relate,LongMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,polygonRelateEnvelope_,LongMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,polylineRelateEnvelope_,LongMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,polygonTouchesMultiPoint_,BrainMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,polygonTouchesMultiPoint_,LongMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,polygonTouchesMultiPoint_,DeepNesting,ReplaceNestedConditionalWithGuardClauses,0,shape_not_matched,a non-void method needs a return value,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,polygonCrossesMultiPoint_,BrainMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,polygonCrossesMultiPoint_,LongMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,polygonCrossesMultiPoint_,DeepNesting,ReplaceNestedConditionalWithGuardClauses,0,shape_not_matched,a non-void method needs a return value,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,polygonContainsMultiPoint_,BrainMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,polygonContainsMultiPoint_,LongMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,polygonDisjointEnvelope_,LongMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,polygonContainsEnvelope_,LongMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,polylineTouchesMultiPoint_,BrainMethod,ExtractMethod,1,,,no_new_errors,1,1,,resolved,LongParameterList,MLOC,77.0,57.0
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,polylineTouchesMultiPoint_,LongMethod,ExtractMethod,1,,,no_new_errors,1,1,,persists,LongParameterList,MLOC,77.0,57.0
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,polylineCrossesMultiPoint_,BrainMethod,ExtractMethod,0,multiple_outputs,"2 values flow out: b_exterior_found, b_intersects",not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,polylineCrossesMultiPoint_,LongMethod,ExtractMethod,0,multiple_outputs,"2 values flow out: b_exterior_found, b_intersects",not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,polylineTouchesEnvelope_,BrainMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,polylineTouchesEnvelope_,LongMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,polylineWithinEnvelope_,LongMethod,ExtractMethod,1,,,no_new_errors,1,1,,resolved,,MLOC,33.0,21.0
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,polylineCrossesEnvelope_,BrainMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,polylineCrossesEnvelope_,LongMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,polylineCrossesEnvelope_,DeepNesting,ReplaceNestedConditionalWithGuardClauses,0,shape_not_matched,a non-void method needs a return value,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,multiPointTouchesEnvelope_,LongMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,multiPointTouchesEnvelope_,DeepNesting,ReplaceNestedConditionalWithGuardClauses,0,shape_not_matched,a non-void method needs a return value,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,multiPointWithinEnvelope_,BrainMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,multiPointWithinEnvelope_,LongMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,multiPointWithinEnvelope_,DeepNesting,ReplaceNestedConditionalWithGuardClauses,0,shape_not_matched,a non-void method needs a return value,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,multiPointCrossesEnvelope_,BrainMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,multiPointCrossesEnvelope_,LongMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,multiPointCrossesEnvelope_,DeepNesting,ReplaceNestedConditionalWithGuardClauses,0,shape_not_matched,a non-void method needs a return value,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,envelopeTouchesEnvelope_,BrainMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,envelopeTouchesEnvelope_,LongMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,envelopeOverlapsEnvelope_,LongMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,envelopeCrossesEnvelope_,LongMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,polygonDisjointMultiPath_,BrainMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,polygonDisjointMultiPath_,LongMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,polygonDisjointMultiPath_,DeepNesting,ReplaceNestedConditionalWithGuardClauses,0,shape_not_matched,a non-void method needs a return value,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,multiPointCoverageMultiPoint_,BrainMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,multiPointCoverageMultiPoint_,LongMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,multiPointCoverageMultiPoint_,LongParameterList,IntroduceParameterObject,1,,,no_new_errors,1,1,,resolved,FeatureEnvy,NP,7.0,1.0
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,multiPointCoverageMultiPoint_,DeepNesting,ReplaceNestedConditionalWithGuardClauses,0,shape_not_matched,a non-void method needs a return value,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,multiPointIntersectsMultiPoint_,BrainMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,multiPointIntersectsMultiPoint_,LongMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,linearPathWithinLinearPath_,BrainMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,linearPathWithinLinearPath_,LongMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,linearPathWithinLinearPath_,DeepNesting,ReplaceNestedConditionalWithGuardClauses,0,shape_not_matched,a non-void method needs a return value,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,linearPathIntersectsLinearPathMaxDim_,BrainMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,linearPathIntersectsLinearPathMaxDim_,LongMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,linearPathIntersectsLinearPathMaxDim_,DeepNesting,ReplaceNestedConditionalWithGuardClauses,0,shape_not_matched,a non-void method needs a return value,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,linearPathIntersectsMultiPoint_,BrainMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,linearPathIntersectsMultiPoint_,LongMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,linearPathIntersectsPoint_,BrainMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,linearPathIntersectsPoint_,LongMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,linearPathIntersectsPoint_,DeepNesting,ReplaceNestedConditionalWithGuardClauses,0,shape_not_matched,a non-void method needs a return value,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,linearPathIntersectsEnvelope_,BrainMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,linearPathIntersectsEnvelope_,LongMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,linearPathIntersectsEnvelope_,DeepNesting,ReplaceNestedConditionalWithGuardClauses,0,shape_not_matched,a non-void method needs a return value,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,tryRasterizedContainsOrDisjoint_,BrainMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,tryRasterizedContainsOrDisjoint_,LongMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,tryRasterizedContainsOrDisjoint_,DeepNesting,ReplaceNestedConditionalWithGuardClauses,0,shape_not_matched,a non-void method needs a return value,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,polygonTouchesPolygonImpl_,BrainMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,polygonTouchesPolygonImpl_,LongMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,polygonTouchesPolygonImpl_,DeepNesting,ReplaceNestedConditionalWithGuardClauses,0,shape_not_matched,a non-void method needs a return value,not_checked,0,0,,,,,,
C:\Users\flore\OneDrive\Desktop\Code-Smell-Detection-and-Refactoring-Recommendations\data\corpus\Esri__geometry-api-java__494da8ec953d\src\main\java\com\esri\core\geometry\RelationalOperations.java,RelationalOperations,polygonOverlapsPolygonImpl_,BrainMethod,ExtractMethod,0,control_flow_escapes,the block contains a return,not_checked,0,0,,,,,,
